YTID,debut,fin,label1,label2,label3,label4
QISybl0-Dtc,590,600,rain,orage,orage,rain
pwDB8A38XH4,30,40,rain,orage,orage,rain
D_pBhsan5Ec,30,40,rain,rain,,
Q6uVtA6Hx_U,90,100,rain,,,
2NNUnZ7ZJ3A,30,40,rain,rain,rain,
2BjB6zejUyE,17,27,stream,,,
0cWuAA1LrWQ,360,370,rain,orage,orage,rain
rDljtm-y3vU,90,100,speech,waterfall,,
79XpYJTGc6M,30,40,rain,rain,rain,
ylDfrKNanO0,160,170,rain,orage,orage,
zwxIbXQscOk,30,40,rain,,,
NkpQrVfFmeM,240,250,rain,rain,orage,orage
uhvXGYpE4Ac,10,20,,waterfall,,
vlUjI6j_PEI,70,80,,rain,,
CaK7KfNr5UY,50,60,speech,stream,,
jy9jbtdlX_0,40,50,stream,,,
UlNBjCHQWNg,0,10,rain,orage,orage,
B9kM3Kq0Ew4,30,40,rain,rain,,
OVwAzOyvG0U,30,40,rain,rain,,
fphzTkFQyAY,300,310,stream,,,
sXjXWkQ4yBw,90,100,speech,waterfall,,
24jNXNlFl1c,30,40,,stream,,
12XUgQzMijI,30,40,speech,stream,,
42TeG6OL6B0,30,40,rain,rain,,
L0NVVq2hZYo,10,20,rain,rain,,
fFxu41gaHuA,200,210,speech,stream,,
NrTSjUBBclw,60,70,ecoulement,stream,,
jGuSg_sgi6k,10,20,speech,stream,,
_nrA8GsFxXI,190,200,waterfall,,,
IRKxsLA-ZCw,30,40,waterfall,stream,,
jlQARxKPKvA,70,80,rain,rain,rain,
0rcONR4M4h8,0,10,rain,speech,,
-a-Ix20Slq0,30,40,,speech,stream,
44EP9_jiZS0,50,60,rain,,,
jGFKkWjbtMM,520,530,,speech,stream,
o_jVQzOcz3M,320,330,splash,speech,stream,
F4sBQH0AADg,70,80,stream,,,
2KwRt1tryfg,6,16,speech,stream,,
NUaZkudzz-A,130,140,speech,stream,,
D7szWUIEgmc,30,40,rain,orage,orage,rain
u8_Ku_Zf5m4,40,50,waterfall,stream,,
PKQLPy8oO88,20,30,rain,,,
HaTeuIGtubk,30,40,rain,rain,,
Pd-P1thalYI,30,40,rain,rain,rain,
1NkGD6tPa58,11,21,rain,rain,,
h-Ct0se7irA,40,50,rain,,,
Rf_3pFokIFQ,40,50,,stream,,
MVY1VpYYw4E,100,110,stream,,,
et43L9m710Q,20,30,waterfall,,,
Xex6KLTkhP0,100,110,speech,stream,,
RSICQozujJk,30,40,,rain,speech,
LzAs66MqTcU,10,20,stream,,,
Ejs61Tll5-8,13,23,vehicule,speech,stream,car
31-14gSFozk,7,17,speech,stream,,
anx8g2vLQWk,60,70,waterfall,stream,,
3TA-wVL4Bb0,21,31,speech,waterfall,,
J2eK41LLnTk,60,70,rain,rain,orage,orage
23AkfntUnV8,30,40,waterfall,stream,,
2cT-1_I7xa4,30,40,rain,rain,,
133bV-Lgi0s,30,40,speech,stream,,
aHjv2vTiypI,20,30,speech,stream,,
qo7mz4YXRaM,90,100,splash,ecoulement,speech,stream
25S06DDQL_E,30,40,rain,,,
1Ibg_5dP88U,8,18,speech,stream,,
FyyFVKeb5g8,460,470,speech,stream,,
Cr7SUkUu1qg,130,140,rain,rain,,
C51Gnhe350Q,30,40,rain,rain,,
1htcAZ2K8_E,30,40,speech,stream,,
-g70IluHZ18,30,40,,speech,stream,
-EjIWnnYgpc,30,40,rain,vehicule,,
QX8c5TlbeZU,480,490,ecoulement,speech,stream,
JaX8gGsHCEo,0,10,rain,orage,,
ZphZKZQeVSw,300,310,speech,stream,,
baevkLHW_q0,20,30,,speech,stream,
IUnRWSnQf8Y,16,26,,vehicule,stream,
021esXFhLPg,410,420,waterfall,,,
2lNL6t41Luk,30,40,,stream,,
5OHNmY2wPos,30,40,stream,,,
QSqU3kBCjxw,90,100,rain,,,
YgMhVOkY4z8,20,30,waterfall,,,
lZSF61yGG3k,30,40,stream,,,
Q82l36QZOSc,10,20,rain,speech,,
8zldVGDZgCw,300,310,rain,orage,rain,
h7Nd3OrMDYs,310,320,rain,rain,rain,
CtKFI1hyv1U,30,40,rain,rain,,
hkCaIHqmxHI,17,27,ecoulement,waterfall,,
PCuZusZ1Hxo,30,40,rain,rain,,
SGaIvgwwWSE,30,40,rain,orage,orage,
AIMTJPGteOE,11,21,waterfall,,,
S6qB8CW2JZg,0,10,rain,rain,,
-heMVKK8LHs,30,40,speech,stream,,
I-YyPU3se1g,0,10,rain,rain,orage,orage
sDUp1bJnPb8,90,100,rain,rain,orage,rain
9YbJSbjQ74k,30,40,waterfall,,,
zPOyUEmEtjQ,10,20,rain,rain,,
JL6vEnJ0U4o,40,50,speech,stream,,
sOMPREEcxCU,0,10,waterfall,,,
R9wNnNuVnGA,30,40,rain,rain,,
E3fcWBWRKiA,60,70,rain,rain,,
K3fWjJSFbpc,210,220,rain,rain,,
Frw91-jUwu4,30,40,rain,orage,orage,rain
tHYTFk2bSwQ,440,450,,waterfall,stream,
eVYcic374GY,0,10,rain,speech,,
-xXcq9bdFl0,30,40,speech,stream,,
3O6-iHBcf8Y,30,40,speech,stream,,
enmZuRUHKfM,0,10,ecoulement,stream,,
5AhAYmPPDhg,30,40,speech,stream,,
-_3sfd0EONw,260,270,rain,speech,,
xcYVe9ix3pA,30,40,rain,rain,rain,
-rnJiLdXiWw,70,80,rain,,,
HcwpFo1oreU,210,220,rain,rain,orage,orage
uKWvk9CwHlQ,80,90,rain,,,
SHOS0ilSOQo,220,230,stream,,,
4wMcgyvf08M,30,40,speech,stream,,
bUjAL0U_QOs,220,230,stream,,,
pxObKRMVpU8,0,5,rain,rain,,
K5rJSkp8oQA,28,38,rain,rain,rain,
Rz87r2bqLro,30,40,rain,rain,,
6SvsSYLkDI8,390,400,stream,,,
LtqFcwGPilE,30,40,speech,stream,,
BUnj0cbHm4s,20,30,rain,orage,orage,
CxsellBilz8,30,40,rain,rain,rain,
JvDhNMDsERM,10,20,rain,rain,rain,
OjqSiMMbGkw,10,20,rain,orage,orage,
cUuqzEcLGAA,290,300,rain,rain,,
LJ1rAHx2RBU,0,10,rain,orage,orage,
07Ov25ttb8Y,27,37,speech,stream,,
8K6acvCdQqU,150,160,stream,,,
1EkS_SNmvm0,50,60,rain,,,
k4ggjvnuzbI,150,160,rain,rain,,
oIXPDWPS2qc,570,580,,rain,vehicule,car
DVij-xNuDuY,270,280,rain,rain,orage,
yqNpfc_AsfY,500,510,waterfall,stream,,
JPeZmP0-Idw,140,150,rain,orage,orage,
w_YVejJcGUY,70,80,boat,,vehicule,stream
RWWdDERKhT4,360,370,rain,rain,rain,
DAxjaVWyY9k,30,40,waterfall,,,
kS87p59ekTQ,50,60,,stream,animal,
hX4lepl1lxI,0,10,rain,orage,orage,
6ynj4RFeN5s,40,50,splash,speech,stream,
-xFJRL01V6s,30,40,speech,stream,,
4YGtMklZ5uY,20,30,speech,waterfall,,
1CBZ83fKGuY,0,10,,waterfall,,
Aa5sP7wsmAA,30,40,rain,speech,orage,
1cHCXvYLzCc,24,34,waterfall,,,
nPZj7MvaWow,30,40,rain,orage,orage,
53d29YBnY9w,30,40,stream,,,
P1QiStEeMJg,80,90,rain,orage,orage,rain
5sjd9zwDDFg,17,27,rain,rain,,
92a_MjlfMl8,30,40,rain,rain,,
MUpTIY4puZc,10,20,stream,,,
1F_4s3S_aLI,1,11,speech,stream,,
Cv6mX-eGG3o,30,40,rain,ecoulement,rain,
0_2lk2Z8MMU,18,28,waterfall,stream,,
-_aTb7ursOA,0,10,waterfall,,,
-6HGsGSiC64,0,8,rain,,,
23cUM6iQsoc,13,23,speech,waterfall,,
F-c4OZUvZGo,30,40,rain,rain,rain,
Bdb6Do_z320,30,40,rain,rain,,
eWJBJMGvqF8,20,30,waterfall,,,
dSIm1KYZ0_I,20,30,rain,rain,,
PxVzYWjFjyE,30,40,rain,rain,,
5uw4ZC-Dm2w,18,28,speech,waterfall,,
VcGCEShZUSQ,30,40,stream,,,
4o03Uqv6VFI,110,120,rain,rain,,
OISV7jCsiQM,520,530,,rain,vehicule,car
RycOalzhfAA,60,70,speech,stream,,
c1OEzBo0CNM,70,80,rain,rain,,
yioLel5hzgc,10,20,,stream,,
4oor_OxZw_Q,23,33,waterfall,,,
Kwc5cU4jDs8,220,230,rain,,,
CcfbD280sc8,40,50,speech,stream,,
aYGP1-2_0qg,0,10,rain,rain,orage,orage
_JcpCOUnRRY,20,30,rain,speech,,
BKQnnxjtAJQ,30,40,rain,speech,rain,
-gbmS5YIjS8,30,40,,waterfall,,
n44Ao30Lm50,30,40,rain,rain,,
xltd_8OIOMk,10,20,waterfall,,,
FjS7qZE-PqY,420,430,stream,,,
XBz6BkOhjU4,190,200,waterfall,,,
TxmcI9FVa-A,280,290,rain,rain,,
XFXFn8tIpmg,230,240,rain,speech,,
W-3GOnakdy8,30,40,speech,stream,,
71I9l62agtM,460,470,rain,orage,orage,
Tsbvkb-kbi4,0,10,rain,orage,orage,
wGSQAxGoil8,40,50,waterfall,,,
1kGw92GGcQ0,30,40,rain,rain,,
3mMOUNKFqW8,210,220,rain,orage,,
anNRSc_0-bg,70,80,stream,,,
ZHEqpGsg41g,220,230,rain,rain,orage,orage
6-isweAUIOg,30,40,rain,rain,,
EYHeZElhyGA,90,100,rain,,,
2O9ISXuR-zA,2,12,speech,stream,,
ZcbY7cxeDek,30,40,rain,rain,,
XGCNR0T5snE,30,40,waterfall,,,
N6CodoP3fYw,150,160,rain,orage,orage,
gV7nagK08VA,80,90,waterfall,stream,,
ZrZBtIwQ5aY,220,230,waterfall,stream,,
V2oFeDx_7Pw,30,40,rain,,,
lzfJw5s2Mfg,310,320,stream,,,
SFNRNbTTbRw,4,14,speech,waterfall,,
mP0Qehml3kM,20,30,waterfall,,,
1_z6NcidGzM,30,40,,speech,stream,
HCntSYltlmA,80,90,rain,,,
2dQmleM3HxE,30,40,speech,waterfall,,
O_NiD12JcWo,50,60,ecoulement,stream,animal,
fDSRbrz1hXA,320,330,rain,orage,orage,rain
JB64F6w99Ao,20,30,speech,waterfall,,
Z5hmgNSMWcE,170,180,stream,,,
q0khIMFTIY8,490,500,rain,rain,,
VZ77srRruw4,510,520,rain,rain,orage,orage
4X-ww8A3BUc,6,16,,speech,stream,
DGaz2QbT3Hg,450,460,rain,,,
CYDTG8M0gdA,6,16,rain,rain,,
2DfGh4HN_44,30,40,waterfall,,,
R7V6jEYVjEo,210,220,rain,,,
6fkB4G3GyKI,30,40,stream,,,
yd_mLGneIV0,40,50,stream,,,
b5Ax1ZqkrMg,320,330,,speech,stream,
4qD34VPB2Dg,3,13,,stream,,
BVKcGtDlnuw,0,10,rain,orage,orage,rain
6cf7NTCuGuk,380,390,,rain,vehicule,speech
0kuIP7fLNpM,90,100,rain,rain,orage,orage
C-5zsmC8Phw,220,230,stream,,,
80BzBdgGF5U,60,70,rain,rain,,
4RutoyCbhzY,210,220,waterfall,,,
FhYC9sKhkO8,170,180,rain,vehicule,car,
AU6Ywi3GsBs,8,18,speech,waterfall,,
vgdbX3IsEYY,10,20,rain,rain,rain,
0PWBji_5Sto,19,29,stream,,,
PKQ97hwM6r0,0,10,speech,waterfall,,
ZhK-yAFX7YY,570,580,waterfall,,,
y7A3765Wzwc,440,450,speech,stream,,
u45xD7u5wwI,16,26,rain,rain,rain,
TnVUeaz0UfY,60,70,stream,,,
-82O6FyjRgk,30,40,speech,waterfall,stream,
3CPtQbjDEfM,30,40,,speech,stream,
OUi6wwvU5TE,130,140,speech,waterfall,,
jsq4Xz5lKv8,140,150,rain,rain,rain,
cM93xfzcbro,30,40,rain,orage,orage,rain
-UW84X_I0eg,30,40,speech,stream,,
WbJKEyo0Sno,80,90,,rain,,orage
BAHhZsDT320,30,40,rain,rain,,
pGOW-TqT1RQ,30,40,rain,rain,,
CDZLjWd8a2M,0,10,rain,orage,orage,
063cLscKFVI,30,40,,stream,,
K8gmjgELpik,220,230,speech,waterfall,,
17MLd5EsDWE,30,40,rain,rain,,
M0OonKVTvNc,30,40,rain,,,
2zGrM5fLSrM,30,40,waterfall,stream,,
EnCx27bUerY,30,40,rain,,,
AKzrqZuzQck,30,40,rain,speech,,
A20DO_UnQaE,20,30,waterfall,,,
PokeLA3Uvgs,10,20,speech,waterfall,,
-dIaXDSgrRk,21,31,waterfall,,,
yFMUafoA9fA,190,200,rain,orage,orage,rain
5NBlcK-agjo,0,10,rain,,,
g14q_CsmVtA,0,10,rain,orage,orage,rain
qFNhpWU6Lmc,20,30,rain,orage,orage,
osktQayNQmI,90,100,stream,,,
HcOO67Gw0A0,390,400,waterfall,stream,,
EATTTKX3BDI,200,210,rain,,,
3FrGz8XzCI8,21,31,rain,,,
1RfKz2T_-uM,18,28,stream,,,
De7U7W--aZQ,130,140,rain,,,
GWqcTECvBcU,30,40,,stream,,
H-2MBLv7fes,0,10,rain,orage,orage,rain
0OunnKkiYgQ,30,40,,stream,,
RNy18nB-lT4,40,50,rain,stream,,
14gkYaVctY4,100,110,speech,,stream,animal
OYHJKP9Dvak,30,40,rain,orage,orage,
EqTyidTaGes,150,160,stream,,,
1WYMOua6Bj4,80,90,rain,orage,orage,rain
HdfWsgtjXMs,330,340,stream,,,
oRXbk8GDxNg,20,30,waterfall,,,
7i0ufEdY8X4,370,380,waterfall,,,
4C_OfUFtyP0,16,26,stream,,,
3NsxbJTkxmA,30,40,speech,stream,,
Yl2qqMU2YUg,180,190,stream,,,
lmgiRTkrmg0,100,110,stream,,,
nsME1umeppU,0,10,stream,,,
wPT7pZIKGJ0,0,10,ecoulement,ecoulement,stream,
55L1wH5Q1qo,80,90,waterfall,stream,,
RVeYjNDTpJ4,170,180,boat,,vehicule,stream
qRyswmKcN_Q,7,17,rain,rain,orage,orage
phw-8Hy-aTI,0,10,,vehicule,stream,
6NxfC-81aao,100,110,stream,,,
fECOqptfjlI,0,10,stream,,,
LuBeAngiqG4,290,300,rain,rain,,
xONvzlPN2sM,30,40,rain,,,
2GKdzX9pdQg,30,40,speech,stream,,
v9RZR3hK8FQ,50,60,rain,speech,rain,
01YrEAtp6BI,30,40,,speech,,stream
0Yw8cCewUYc,30,40,speech,stream,,
4jS_EClFRiI,18,28,speech,stream,,
K1BGwjX0gnc,30,40,stream,,,
BBekupvkuxQ,0,8,rain,orage,orage,rain
C7yZovKH0Jg,80,90,wave,,ocean,rain
qrRDdU4pEbM,360,370,speech,waterfall,,
05U6Et64AS8,20,30,,speech,stream,
IeRF4p4axv4,260,270,rain,orage,orage,rain
3n5QcpNkCbk,30,40,rain,rain,,
n1r9tpVhci0,220,230,rain,,,
NvoZ_YTf09E,30,40,,,stream,animal
N5Fm_5JgOHA,30,40,rain,,,
-QNvgodhSQs,30,40,waterfall,,,
z2SDl3lzBNw,560,570,rain,orage,orage,rain
-fHt7tPm-aY,470,480,stream,,,
rojzpgrAoso,50,60,speech,stream,,
Am2bz4Z4fok,30,40,speech,waterfall,,
HI6Z5GFjUoA,30,40,,stream,,
Q004EpzkuVM,200,210,rain,,,
r3fMFbyBARk,470,480,speech,stream,,
G3DdnBL0waA,100,110,rain,rain,orage,rain
mJIswsRpRbQ,30,40,rain,rain,rain,
MxcQARYSiKg,50,60,stream,,,
Nz1CfLB9P7M,30,40,rain,rain,,
6Q5wl8EzONo,200,210,rain,,,
dH7o12moYPc,40,50,stream,,,
-RGMK0fq1-Q,20,30,rain,rain,,
11QSajk8fwQ,30,40,speech,stream,,
ec3ezr35Axs,30,40,speech,waterfall,,
JPhL1n8fEK4,30,40,rain,rain,rain,
rNfYmmWlqQE,30,40,waterfall,stream,,
42Glk3NHN-M,30,40,waterfall,,,
jjG6x7dP7IY,30,40,,ecoulement,,stream
tQDzJONFDFk,30,40,rain,,,
AZ5UXCfZXNM,70,80,rain,orage,orage,
OZVoeHMBdfQ,240,250,waterfall,,,
5_aRF2s3e30,25,35,rain,rain,rain,
r06LGGBpaFE,0,10,rain,vehicule,speech,
Epm485J3b58,30,40,rain,rain,,
5vYKwUn9JMY,90,100,stream,,,
4inDkxc7whw,25,35,,speech,stream,
G52wVwwmibw,110,120,waterfall,stream,,
6D3q9EBbuz8,30,40,speech,stream,,
9uP56WtChkk,30,40,rain,rain,rain,
pkIXr4SlQXI,20,30,stream,,,
Fjb8sr68rTQ,30,40,rain,,,
a5VtvoeMmWY,240,250,stream,,,
3QIIpdSec8A,30,40,speech,stream,,
_1bgWWAQQXk,25,35,rain,,,
2s-Dykkv15E,40,50,rain,vehicule,speech,car
fcHHyW23KJs,23,33,rain,rain,,
4g14s8V-mSs,30,40,speech,stream,,
BEXHk1CzpFQ,30,40,,speech,stream,
35aKlEZi8XY,30,40,,speech,,stream
H93abasaLh0,210,220,wave,stream,,
_TPsDzyNwME,20,30,rain,orage,,
pa4AV7YkKmU,30,40,rain,rain,,
D_y_WMi86Dw,190,200,waterfall,,,
BdYDStlog50,140,150,stream,,,
2LZaLIlj3C0,30,40,stream,,,
392eT0Qih18,30,40,speech,stream,,
wR4ce3YpaWs,100,110,ecoulement,stream,,
4TAtecek5NA,30,40,speech,stream,,
OhcJ2-c-HLY,0,10,ocean,stream,,
8OmExa4ItS8,30,40,rain,rain,rain,
FJi56wIE93Q,30,40,rain,rain,rain,
sSLtn9dAEdM,30,40,waterfall,orage,,
KhFtSlJCb18,10,20,rain,rain,,
NaGGJpkKpAU,10,20,,waterfall,,
F0vicyA7mwE,10,20,splash,ecoulement,speech,stream
0Sh1KP4p5AM,30,40,,stream,,
17BER0aXKtk,30,40,,,speech,stream
Y3vK7x33AUg,160,170,rain,,,
0INOOpJtyv4,80,90,stream,,,
0qrGmDNCmpo,17,27,,stream,,
zxXGYnQKMfc,10,20,boat,vehicule,stream,
XRgQlQGl_b0,190,200,stream,animal,,
wAjAa7xCA1M,590,600,stream,,,
EDL3jstkJy4,30,40,rain,rain,,
H-RLpFafvVI,30,40,rain,rain,,
01H8GSVJe8E,22,32,waterfall,,,
Wny6bO_5ffs,70,80,stream,,,
4VioqXQWtYQ,30,40,speech,waterfall,,
NnDaIk0xIMU,10,20,wave,,ocean,rain
XIY6CQmeMBo,330,340,rain,orage,,
PER8x3Xp8Tw,160,170,stream,,,
u8KAgETjNQE,110,120,rain,,,
rKj9b75GyS4,110,120,rain,orage,orage,rain
3Q6Vj0QJBjQ,30,40,,waterfall,,
RygN9WkoErY,50,60,rain,speech,,
Y8-sn5-ZmtM,30,40,rain,orage,orage,
0tkcJH8EqJI,19,29,stream,,,
47xrXKssMto,25,35,,speech,stream,
kQRqmqySQCw,60,70,rain,rain,,
WNwMABZvadI,50,60,stream,,,
NLvY38hgNsM,2,12,stream,,,
Mf6hYCrvAnU,130,140,rain,speech,,
EXTYWPKjIo0,110,120,speech,,stream,animal
pVeHzErquQc,160,170,rain,orage,orage,rain
SRxsnxkzNjo,30,40,rain,,,
4VqQEsPZWJM,13,23,speech,stream,,
rv5aH5mc288,20,30,rain,rain,,
227jXy38qj0,16,26,,speech,,stream
2eUV277Wuhc,25,35,speech,waterfall,,
2tRdXvDaiq4,30,40,,speech,stream,
V0pvs9csIlw,60,70,stream,,,
RRuEFnWwkeA,80,90,stream,,,
mY3t3pj7Ud4,30,40,rain,rain,rain,
BuSEC2Mvqh4,20,30,rain,speech,,
ksZgNgZ0Jlc,40,50,speech,stream,,
V2aSEfW3Tx0,0,10,rain,orage,orage,
-kJmdm0T4P8,22,32,speech,stream,,
6AgX7FtBW7M,220,230,speech,waterfall,,
08i9TzXcBBE,140,150,stream,,,
Zrg612a5YZg,220,230,rain,,,
G6n5MlRVsxg,0,10,rain,,,
aBfwWkfpv-A,440,450,rain,,,
Z_InKFMIslA,23,33,,stream,,
W8TJYARQswg,0,10,speech,stream,,
X5wuhY4x8ko,90,100,stream,,,
Lt1PtgdpeM4,30,40,speech,waterfall,,
BMO9RR8HiLk,110,120,,rain,,
NZTWyxG-rkQ,30,40,rain,,,
-hk1l3vkRWk,30,40,waterfall,,,
t9GdjBv-yOo,30,40,rain,orage,orage,rain
JyrRE_x7bXw,390,400,rain,,,
efbaRPnlo4Y,10,20,rain,rain,,
mxvsBEpE4nk,30,40,rain,orage,,
65UfUlkBE8o,30,40,rain,orage,rain,
U09_Ao_va_A,110,120,stream,,,
1evjDOmIkEU,30,40,rain,rain,,
XtjE796QDVs,30,40,rain,rain,rain,
VHTDGSEwwjU,0,10,rain,orage,orage,
1KSmkZxRopc,30,40,stream,,,
CmR1sNYsGZ0,22,32,rain,rain,,
RdC8cviN6Bs,30,40,rain,rain,,
HbcN8vzJgOY,30,40,rain,,,
-dVzy4Go9Do,30,40,rain,rain,,
NA9aNhcbHXc,240,250,stream,,,
-JkNMKUNJS0,3,13,,speech,,stream
e174jhwbmCU,15,25,,speech,,stream
41NHiifyW-M,0,8,rain,rain,,
1ajWQba9fiQ,30,40,rain,rain,,
E3AX4v3Xr1s,240,250,rain,speech,,
OIhYsg7PQc4,30,40,rain,,,
2l4g_RLizJk,26,36,stream,,,
j_AT1WdRlt4,30,40,rain,rain,,
UW_WdjynPDA,30,40,rain,rain,,
AWdY6pPtrIY,30,40,speech,stream,,
3JsSF5h9gmc,30,40,stream,,,
JMNz_GukBUk,180,190,rain,rain,rain,
1Ybz3LPRRXs,20,30,rain,orage,orage,rain
LVkPkdtR8NQ,30,40,rain,rain,,
Kmvvn8iAZz8,140,150,rain,rain,orage,orage
08ibPbVUo68,230,240,stream,,,
EULsnHDr_fE,340,350,waterfall,,,
kJIqHWxs3wM,40,50,waterfall,,,
hSyytfJbkiI,260,270,ecoulement,stream,,
-n_ERLSXuVw,30,40,stream,,,
-yOzBmlXd2A,30,40,waterfall,stream,,
vBDf49i5jD0,130,140,speech,stream,,
AnMhOiyyBNA,100,110,splash,speech,stream,
02sFhelVuwc,30,40,speech,stream,,
-MrP9XqvVj4,30,40,,stream,,
yR5peKHe9qs,50,60,speech,waterfall,stream,
DH4X_twtdQM,160,170,waterfall,,,
XI224b0YBJY,16,26,waterfall,,,
OwhUcQ1dtjw,430,440,rain,,,
PeHtNRifohw,10,20,,rain,vehicule,ecoulement
tSnKi4mlGtg,100,110,rain,rain,rain,
4z1PUr96bqE,30,40,,stream,,
oSG25pw_fBU,110,120,speech,waterfall,stream,
A21eA2M6cuM,0,10,,rain,vehicule,
F3LCNJT1V4Y,30,40,rain,rain,rain,
yuqhiRZx2S0,30,40,speech,stream,,
JVOBGoFqi0A,150,160,wave,ocean,speech,stream
Mz8DAmmBnAY,30,40,rain,rain,,
CrO5TBhKZns,580,590,rain,orage,orage,rain
9Ec68bNVuDA,80,90,rain,rain,,
387smksUmR0,70,80,rain,rain,,
K-IRD5ZiUrg,70,80,speech,stream,,
V7H16ozmcio,60,70,stream,,,
0DdhUHJ3IXQ,25,35,speech,waterfall,,
3TmB4BfSxKk,20,30,rain,rain,orage,orage
EU-U1rDmLks,220,230,waterfall,stream,,
pjULWVWP32k,30,40,rain,speech,,
yLw62lrVT0A,210,220,stream,,,
MXvdTNEt7Fs,30,40,waterfall,stream,,
AiDXzwzZ61E,30,40,stream,,,
y_tAi0k5ypc,0,10,waterfall,,,
aTkjc1r_fN0,30,40,rain,,,
DsoupQpb4-0,30,40,waterfall,stream,,
koscAggCQ-8,30,40,ecoulement,speech,stream,
sypI97e7Q7U,28,38,,speech,stream,
08jTes_lxWU,0,10,rain,orage,orage,
bE77t9TqSI8,0,10,speech,waterfall,,
wqB2AqsCD_A,30,40,rain,rain,rain,
41ftpr01mKQ,260,270,stream,,,
232Ffo0HGsM,30,40,,stream,,
Du2k3XezMwE,240,250,ecoulement,stream,,
p1wv-ybL5bI,0,10,speech,waterfall,,
C1ZT5ZVS0Q4,20,30,rain,rain,,
_tqx0uCbmtw,12,22,rain,rain,,
nkLw8Ey_HEo,250,260,rain,,,
6601TQwtPm0,30,40,rain,rain,rain,
ejTDPgPiLEk,390,400,rain,rain,,
XNk0RJudXZA,270,280,waterfall,,,
27tHFrSnl64,30,40,,speech,stream,
0Wgw_OUSDJA,290,300,rain,speech,,
_HZu3hlDxlg,490,500,rain,,,
WpYl_2ssz2Q,550,560,rain,orage,orage,
lcHVUs-KNYQ,200,210,stream,,,
TtWLOvv37fQ,220,230,,stream,,
8z7_dlxNHTA,0,10,waterfall,stream,,
ZZNZd8ismb0,140,150,waterfall,stream,,
7GhDUEAcfP0,30,40,rain,rain,,
9-9yXJvo-_g,280,290,rain,,,
X-ns1K0_5-g,80,90,stream,,,
Tamj2ZA1RAQ,50,60,waterfall,,,
9KJql3X5DzA,160,170,,waterfall,,
4eyY1w2QyM0,6,16,stream,,,
DSA99qlDj6Q,370,380,rain,rain,,
2GSxEEaiH7Q,50,60,speech,waterfall,,
cvzVrUDqxK8,30,40,rain,orage,orage,
Y2okDYjEgM0,170,180,,rain,speech,animal
U4ax1QVGpgM,30,40,rain,,,
lQq19_hlwYY,180,190,,speech,stream,
aLavVixFQRA,300,310,rain,rain,rain,
gV7nagK08VA,80,90,waterfall,stream,,
gZs_WGq6QtA,410,420,stream,,,
BpEL_iMk_Dw,30,40,rain,,,
2AJsKC1IlYM,30,40,,stream,,
G7ZksAV4UmY,30,40,rain,rain,,
BSLijznpsOg,160,170,stream,,,
JqPm3HOQ5U4,30,40,rain,rain,,
r_CpyraXXQw,10,20,rain,,,
CTl9uaO-HwY,50,60,ecoulement,speech,stream,
8j5UmCnvpfk,30,40,rain,rain,rain,
