YTID,debut,fin,label1,label2,label3,label4
xPqD2SqJUzg,110,120,rain,rain,,
AZj09IPuPCE,50,60,rain,speech,,
3vqWhQJYXSI,30,40,rain,,,
GdNIQCB-JYs,290,300,rain,rain,,
08Ot2KddQyU,3,13,waterfall,,,
9eJunkH-KCk,30,40,rain,rain,,
WGnbwz6T8lM,30,40,rain,rain,,
20jfQRf_RZA,21,31,stream,,,
755NKfTTkKo,30,40,rain,orage,,
kCi8DPaOOTE,20,30,waterfall,,,
QDlhHWRUuAs,17,27,waterfall,,,
ADCLBFBA1yo,60,70,rain,rain,,
-RaCH2huqdc,9,19,,waterfall,stream,
XlnI3ibeVv8,27,37,rain,rain,,
0TPZnGG8Mno,20,30,waterfall,stream,,
XL-6r_8Vb9M,40,50,stream,,,
cdeqBHENgdY,40,50,rain,rain,,
ZvFxjhgaUhE,30,40,waterfall,,,
04YZM1KBIlE,30,40,rain,,,
6gQBSm4yCqA,30,40,rain,,,
3pRg3-ZavcY,40,50,rain,,orage,orage
Dp4anCUiSQw,30,40,,rain,rain,rain
tUxC2nseQ8U,10,20,rain,speech,orage,
0YY4v6qdOs8,30,40,stream,,,
YUxHvpMVGxA,170,180,rain,rain,orage,rain
FKg0-s9sh-E,90,100,ecoulement,speech,stream,
531QEZERQp0,30,40,,speech,stream,
w8EMoISOpq8,20,30,boat,waterfall,stream,
RKq8KfaKeP4,30,40,rain,rain,,
cBq4NSIqcm0,30,40,speech,stream,,
za77qdsMraM,30,40,rain,,,
Qnf2s2Gxymw,20,30,,speech,stream,
EzHyCmKhrp0,30,40,speech,stream,,
zFdRXOYY6SE,30,40,rain,rain,rain,
3BHKFfJrBwg,130,140,stream,,,
SodNs6CLaIU,140,150,rain,,,
tJjsU5hjD1I,30,40,speech,stream,,
G-7wGGDzxik,30,40,speech,stream,,
LZCHqSxfxl4,0,10,speech,stream,,
QuKRN-FEv3A,10,20,ecoulement,speech,stream,
Utw9GAyQUd0,30,40,rain,,,
3-It8B7h8Bs,30,40,speech,waterfall,,
oCrByzqn1w8,0,10,stream,,,
5OGiHvm-CjY,60,70,waterfall,,,
c2jVxRNpEcw,120,130,rain,,,
Os6f_bn7XnA,80,90,rain,,,
9G1EmBy9TNE,30,40,rain,,,
9Uk8z4598ho,30,40,rain,,,
35on6qTsE1Q,450,460,rain,orage,orage,
sjbxMVcfPEY,10,20,rain,rain,rain,
vzGVZyRfnhA,100,110,boat,,vehicule,stream
DzBBNs8emsE,0,10,rain,orage,orage,rain
3xkfQt09WaM,30,40,,speech,stream,
g4M57wvBTko,30,40,rain,speech,,
Rkue0DauHWA,20,30,rain,rain,,
9yTK9hr6Ahk,30,40,rain,rain,,
7Nnvy9DfTX0,30,40,rain,,,
-Z9rGEaiePs,30,40,stream,,,
0wPxYGq1y1Y,30,40,waterfall,stream,,
l1XOhuo1Fzs,10,20,rain,,,
NKewG722D3Q,30,40,waterfall,,,
4ZlG9VQfhms,20,30,speech,stream,,
tTv_Bp_pooM,190,200,,rain,,
n5hVGHhz7pU,10,20,stream,,,
3ybbuxEAbYU,30,40,stream,,,
K1xLAsd9J4U,11,21,rain,,,
T23p875-7YE,16,26,rain,,,
AqyuT4K_djM,30,40,waterfall,,,
5FmjSsPuqgI,30,40,speech,waterfall,,
1QFdLEJ5blM,7,17,,stream,,
9oJdSZQti1I,30,40,rain,orage,orage,rain
fz6319xc1EE,480,490,rain,orage,orage,rain
8HZCTp56T28,50,60,rain,,,
2BkwhIilNPg,30,40,speech,stream,,
a_dXnPu_X3U,30,40,,rain,,
VVYAKeCOEu0,0,10,,waterfall,,
J4L2npvHizY,80,90,,waterfall,,
12PDR1SiMoY,30,40,speech,stream,,
CnlguWqUZag,0,10,waterfall,stream,,
3ftKBL3_lvM,20,30,stream,,,
2zbXEuzRMPw,60,70,,rain,vehicule,speech
hqorxwSctbA,20,30,waterfall,stream,,
myyzG5TnW1g,90,100,stream,,,
hG5i6XM6x7w,14,24,rain,rain,,
fmtaOcfvwNE,70,80,rain,,,
0YyA3W-SVUg,30,40,stream,,,
WfQCkLk_3Fg,80,90,rain,vehicule,speech,car
dyQa_4yVKfo,150,160,rain,rain,,
ixa_gipYQAg,30,40,waterfall,stream,,
ltPqAXjtF38,10,20,rain,orage,orage,
eBHT2f5Ba_I,30,40,stream,,,
4bdL58gRIEw,27,37,speech,stream,,
0GcTTYOsNvM,370,380,,stream,,
pugWzqjNhT0,20,30,rain,rain,,
Zl8E_XwFQlw,60,70,,waterfall,stream,
48ZzOxhQo2Y,23,33,stream,,,
utYf-fvcCfg,500,510,stream,,,
PkSIiC5xkgs,140,150,rain,,,
1xvkw3QEkvk,100,110,rain,rain,,
zswaur9BwHY,80,90,speech,stream,,
F4txUzQDb2Q,20,30,rain,rain,,
Ymx1PHNmCaQ,30,40,rain,rain,,
14BiPWwhLik,5,15,speech,waterfall,,
fSy6psUSwxA,60,70,rain,rain,rain,
Vo9oDF1ic2A,30,40,rain,,,
CzXit5-Om7Y,160,170,,ecoulement,stream,
UROFw58Gk5I,330,340,waterfall,,,
8WyHwWtWF1k,50,60,rain,orage,orage,
0-0Ffqsq7OU,30,40,speech,stream,,
NXvhxekJIAA,120,130,rain,rain,orage,orage
js2jHPDRpEc,20,30,waterfall,,,
QYZbVtmFZZ0,30,40,waterfall,,,
2kaT96w_wPc,30,40,,waterfall,stream,
NX302uFCgNU,10,20,rain,rain,,
aHCub8uLWh8,30,40,rain,,,
qgQL2hFUhVQ,30,40,speech,stream,,
NuIVwVGo6f0,200,210,wave,speech,stream,
18UWkDuVld4,60,70,rain,rain,rain,
3ER_R_mYs08,0,10,stream,,,
1hIZFI7Bj6E,50,60,rain,rain,,
rzLIwsgq0lo,30,40,rain,rain,,
2Hwt4ST-ybs,30,40,speech,stream,,
zRkyVw0ccgI,110,120,,rain,vehicule,car
bwiD5IyzaEk,30,40,rain,,,
8DRoC8RzBJw,10,20,splash,stream,,
upy6ALOEdWQ,90,100,rain,speech,,
CH52etGYvGM,30,40,rain,orage,orage,rain
3sLSvMOBcXo,30,40,speech,waterfall,,
i2l41x4kycw,30,40,rain,rain,,
lMJIMRwFWOI,10,20,rain,,,
8LqRGBN0dKU,60,70,rain,orage,orage,rain
-Rz8LwXTooY,30,40,waterfall,,,
LF20fcifBZE,0,10,,ecoulement,speech,stream
6atfbaRh6Xk,30,40,rain,rain,,
579lMojxq8I,30,40,speech,stream,,
1rZpJrFfTUo,60,70,waterfall,,,
BX0DOvesl5c,60,70,stream,,,
_4-SWQZ_QXM,30,40,waterfall,,,
UbFqbU9ZsH8,160,170,speech,waterfall,,
IUvponAbRrY,330,340,speech,waterfall,,
7j74Z3vcWgU,30,40,waterfall,,,
2bS4dwInH0A,30,40,speech,stream,,
OQEL5oX614w,480,490,rain,,,
v-idMEjAAQM,460,470,rain,orage,orage,
NKHr3EdTfzw,130,140,speech,waterfall,,
aLbF5zm1_Gc,30,40,rain,rain,rain,
Bm6aNEvnEHo,110,120,splash,speech,stream,
3U5acZQqAzw,30,40,rain,rain,,
tvx4_9kqB10,0,10,rain,orage,orage,rain
1gX0ohO3RLc,50,60,rain,rain,,
PLNguAAf7P0,30,40,rain,,,
5h8ETJ3yFmA,20,30,,waterfall,,
DQPwrpfAhDs,30,40,rain,rain,,
AJpMy2sFTbc,30,40,,ecoulement,speech,stream
2GkZcQN3jwo,30,40,stream,,,
5MIXgA43C0M,4,14,speech,stream,,
k_KVM-nGVFg,40,50,rain,orage,rain,
4x1W-EBWVqc,24,34,,waterfall,,
Q3vkal7B5fY,170,180,rain,rain,rain,
0c7VVEmn9Ec,30,40,waterfall,,,
5U-ynroFS5c,30,40,,speech,stream,
hST0QeWiW2s,0,10,ocean,rain,,
eBOaYPk_ZrM,0,10,stream,,,
HeWAnmDLQZY,60,70,waterfall,,,
o7_nGbxmRyk,410,420,waterfall,,,
gPq6nwkCrZc,350,360,rain,speech,,
LRRorMNLPyk,0,10,rain,rain,,
nO80e8wCDIA,30,40,ecoulement,stream,,
0Kpm27tHs2Y,30,40,stream,,,
4zg_GbwmkBs,25,35,rain,,,
ZJSHh_J6VfA,30,40,,stream,,
vGIKX2NBnxE,0,10,rain,rain,,
mswwtU3T6eM,30,40,rain,orage,,
NcjC_P_cQj0,240,250,speech,stream,,
k5fIL2xjJF0,180,190,rain,orage,orage,rain
9ybd-qoGNU0,0,10,,rain,,
HI_y-j_94W0,130,140,speech,stream,,
Dqe2v1cCKFk,30,40,rain,rain,,
jGPdpWWcP9U,260,270,rain,rain,orage,orage
1YMIuBtodxQ,490,500,rain,orage,orage,rain
pbO8ZvjkbDw,440,450,waterfall,,,
xImHT-yv1GE,250,260,stream,animal,,
BG419nJZh20,160,170,rain,rain,,
77o2-YBA9UM,140,150,rain,vehicule,speech,car
4ZpU9rVp8vM,70,80,ecoulement,speech,stream,
mX43XSwryGc,350,360,waterfall,,,
4lOwFWQ-nQc,13,23,stream,,,
5raLaNGUBM4,0,10,rain,orage,orage,
HJwkLcIU264,110,120,rain,orage,orage,
opDjivQ2SJE,220,230,rain,rain,orage,orage
WqXFAY4k79s,230,240,rain,rain,,
4Ukpz-_BsgI,13,23,rain,,,
GFIfHNi1egk,130,140,stream,,,
5Hh3nZGtzaI,30,40,speech,stream,,
4CdeOu7u7nI,150,160,waterfall,stream,,
107_aDOX5iM,30,40,,waterfall,stream,
rlnY_yrBX_8,210,220,rain,,,
xpeNiFfyIRs,170,180,rain,orage,orage,
3sMtgbnMNO0,30,40,rain,,,
8PAopfvURIc,10,20,rain,rain,orage,orage
ythhJs-up9Q,40,50,stream,,,
nNNL4lZj6NE,30,40,waterfall,,,
9DkBa0WMc4o,30,40,rain,rain,,
52a0p4cl3Kg,0,9,rain,,,
Rp4Ct_TQvAM,520,530,rain,speech,,
45-CyIZDUJg,30,40,,speech,stream,
RmwXIUVhc3g,50,60,stream,,,
3t5NkaixOAI,30,40,stream,,,
hvaRVTEQ5U8,30,40,rain,rain,,
Qpj4PyS0njM,20,30,waterfall,,,
jdbj01pEboA,30,40,rain,orage,orage,rain
ZMTyJ8FeltQ,40,50,speech,stream,,
A73LZ6LHuCo,30,40,ecoulement,stream,,
HsNZP97hAlo,30,40,rain,rain,,
PvGX-B_7CGs,20,30,stream,,,
EMtIMhwkgRU,30,40,rain,rain,,
LPEpU_brnt0,30,40,rain,orage,orage,
5NFcuhneNoY,30,40,,speech,,stream
-4wjU1nWdjQ,30,40,stream,,,
ASqW42YK6ao,100,110,stream,,,
KbHB0gOOej8,20,30,rain,,,
D2LLtou5w2g,30,40,rain,orage,rain,
2XtPuCQoTG4,0,6,speech,stream,,
0X7wdJiWkSE,30,40,,speech,stream,
r_rXwTtYS6I,10,20,vehicule,stream,,
IyW5qHePkzQ,70,80,stream,,,
4zur50xXsgU,30,40,stream,,,
1tN5gWUpr7A,12,22,,speech,stream,
VLpmYWKCIOg,360,370,speech,stream,,
25zovH3Djgw,23,33,rain,rain,,
PUJYW1Np_t4,50,60,rain,rain,rain,
216xsWb1OF0,9,19,stream,,,
AVU3-gt3tcY,40,50,rain,vehicule,car,
ke6MLxRXXr0,210,220,,speech,stream,
-56cenkHJns,30,40,,stream,,
fr5JvpPof9Q,30,40,rain,rain,,
-6W7XwMApL8,18,28,speech,waterfall,,
jQaGWDFUvnY,20,30,rain,,,
2utaodyuqRY,50,60,,rain,rain,
EFYtZeM7Hik,30,40,rain,rain,,
F9JyQs0L7kY,10,20,stream,,,
AyjjP5CeWmM,30,40,waterfall,,,
JXzqPqmc2IQ,20,30,stream,,,
3FMLqFLkvXA,30,40,speech,stream,,
SmjrIsMKRfs,10,20,rain,orage,orage,
9CoRUz1O-qQ,23,33,rain,,,
6zrqX5Em4NQ,70,80,rain,speech,,
YzHZy5wZ6nQ,40,50,waterfall,,,
dqt3SQ0OBqo,30,40,rain,,,
JUnYHY58J_k,60,70,rain,speech,,
Da_NrBx9Mns,30,40,,waterfall,stream,
wwlQLP_CSog,200,210,stream,,,
gogxLQDxSaw,30,40,rain,,,
k5_lMlg5koc,50,60,stream,,,
TiD7NNg8Qig,80,90,,rain,,
T-lUwWaF6iM,10,20,speech,stream,,
rC2-2yETb48,190,200,speech,waterfall,,
AcNG-vRGoPE,20,30,waterfall,,,
uNeUQalSOQw,30,40,stream,,,
ZJsVXUDKHoY,30,40,rain,,,
rEX0Kg5F-cc,20,30,rain,speech,,
NO3wcHMaWbs,0,10,rain,vehicule,speech,car
pQN0UgvjBWQ,170,180,waterfall,,,
JRQgyFZ59yA,50,60,waterfall,stream,,
u_CLThq7ivE,100,110,waterfall,,,
wwgrE81fJas,120,130,waterfall,,,
efmUbhmMANQ,20,30,stream,,,
Z_l9gQpgRv8,270,280,speech,waterfall,stream,
4PaU48K6yqw,30,40,speech,waterfall,stream,
f7S4AqF68fQ,50,60,stream,,,
ZLn_omA0-Ec,30,40,rain,rain,,
9d6TXYo1RaA,30,40,rain,rain,rain,
G8HrMnU9RzE,240,250,rain,,,
bzpmIvS_k5s,30,40,speech,waterfall,,
UJ31XwAeAHc,240,250,rain,orage,orage,rain
qD5eTKgpzYQ,0,10,rain,orage,orage,
1D2G4XRcp3w,30,40,speech,stream,,
jaQD5Ugj2IU,0,10,rain,orage,orage,rain
4ukKhCpg1d4,30,40,speech,stream,,
2zGrM5fLSrM,30,40,waterfall,stream,,
CyjsncwyYK4,21,31,rain,,,
pva3MaypxNI,200,210,stream,,,
4EXrgoHMsZw,30,40,stream,,,
09-EW8U2qnA,30,40,,speech,stream,
1bpTAGV-Kyc,10,20,,stream,,
6TO-9scVR-8,30,40,rain,rain,rain,
YNC9GJrEGcA,150,160,rain,orage,orage,
PGVh9Ny8o_E,140,150,waterfall,,,
2tnJEqXSs24,30,40,rain,,,
CWSeZYamlTM,0,10,bain,stream,,
-KeQVqJESLc,30,40,speech,waterfall,stream,
z4IK5x4ZMQU,150,160,rain,orage,orage,rain
34CvI03bTZM,2,12,speech,waterfall,,
6ApveqsxRso,20,30,rain,,,
8MMN-gPDmyc,30,40,waterfall,,,
7OtSwCycAL4,30,40,rain,,,
9Z8ikRREnT4,30,40,stream,,,
UM30I-SFBJ8,30,40,rain,orage,orage,
JF8uR70ahW8,30,40,rain,rain,,
ZvyEDJsMhF8,40,50,speech,stream,,
G2KruS9nW70,30,40,rain,orage,orage,rain
w1YEOpqBogg,50,60,stream,,,
bdDSvdWtaXs,30,40,rain,rain,rain,
TJBJCHhkh5Y,40,50,waterfall,,,
0qsASqgfEoo,13,23,,speech,stream,
y_Z_ZSGCOW8,30,40,rain,rain,,
9WpqNdzaVCU,10,20,splash,speech,stream,
V4Pz7ADbPUU,130,140,stream,,,
OIT-zwMfa2w,240,250,rain,,,
utg7mGrstc0,60,70,rain,speech,,
RYhn4eumHhk,20,30,ecoulement,speech,stream,
amxTmrDCPSM,240,250,,speech,stream,
qDGSxrLbbgA,50,60,waterfall,,,
-vNFrV-aAv0,23,33,speech,waterfall,,
UBtoatIUYO4,140,150,,waterfall,stream,
-iAwKuP13jU,30,40,rain,rain,,
0ygSi7-4Uq8,22,32,rain,orage,orage,
Yw7qcJ-4RV4,90,100,rain,rain,,
qwtYWZ4aMXE,50,60,,rain,speech,animal
2jhRrKa_rzI,0,10,speech,stream,,
QOIFjj4vd6w,40,50,rain,rain,,
snYorka1Q4Q,160,170,rain,,,
4abYtdopuVE,0,10,rain,orage,orage,
_-P9ByS3poE,50,60,waterfall,,,
NThuMi5y1gA,30,40,rain,orage,orage,rain
Fda5DR5laUA,130,140,,speech,stream,
9Kk-mmS9Of0,30,40,rain,rain,,
E-6OT5y8Uyg,380,390,speech,waterfall,,
Dp2vCpwoug8,30,40,stream,,,
sl6si75Yhg0,90,100,rain,orage,orage,
BgGpE81WlpA,30,40,rain,vehicule,car,
gpdwcBK7azA,30,40,rain,,,
_nSIzPiMb28,100,110,rain,orage,orage,rain
D4vTFTgOaEI,20,30,waterfall,,,
S_NJ0sHYBAk,20,30,rain,rain,orage,rain
-7FjXQgpVXw,220,230,stream,,,
tIaVW7HzoXY,10,20,speech,waterfall,stream,
b9MftdZCmO0,30,40,rain,rain,rain,
vym62AsU3Eg,20,30,rain,,,
iIDhU69HYu4,30,40,rain,,,
ur2vTdAg7yE,17,27,rain,rain,,
qn3py98NV_E,500,510,rain,rain,,
I5ASp4YgYO8,20,30,rain,rain,,
zGHygnqsvpA,0,10,speech,stream,,
w7AWvlkY2Fg,160,170,rain,rain,orage,rain
1Z1NKHQfJAc,30,40,stream,,,
FwZXkaBgHpU,0,10,,rain,,
pSFTGtCilS0,10,20,speech,stream,,
CwpMiJiPusY,50,60,rain,rain,,
pQ5Gy1a0EpU,150,160,waterfall,,,
3bvr6I8bf2E,14,24,speech,waterfall,,
Ef6Ohp6Ogrc,30,40,speech,stream,,
fhjFSTvObcA,30,40,waterfall,stream,,
33IJzbVWSOo,30,40,,stream,,
a7a_hJyU8AE,10,20,rain,rain,,
YPTpNhqvM9w,10,20,waterfall,,,
yHdctryb3H8,30,40,,rain,,speech
UBtoatIUYO4,140,150,,waterfall,stream,
oVJTxR77x6g,10,20,speech,waterfall,stream,
rgqyTnZjuMg,350,360,rain,rain,orage,orage
-IqKCSPH-SE,30,40,rain,orage,orage,rain
UEUpSo3WVmY,30,40,rain,rain,,
dr4JbNp78B4,580,590,,speech,stream,
BuMC5iUHk1M,550,560,rain,rain,rain,
W7PLmzVgvII,160,170,waterfall,,,
uVJFYyFUGdk,0,10,speech,stream,,
3OiJmeOcHQA,30,40,speech,stream,,
0Ui0shNtHfY,30,40,speech,stream,,
1WfbI24vUlw,30,40,speech,stream,,
K4h0Z3y2iRk,120,130,rain,rain,,
u1s8Us_Kuhc,540,550,rain,,,
ARETlwpUZUc,30,40,rain,orage,orage,
a2vy2lIVBTE,140,150,rain,,,
_zj3RTpeYG8,20,30,speech,waterfall,,
vRPgrCmu5FA,290,300,,speech,stream,
GDNkZsfjkbo,30,40,rain,rain,rain,
MvAu8p6KZ1w,210,220,rain,vehicule,,
7kyccRJZNaU,150,160,waterfall,,,
54pvj_8EPzw,30,40,speech,stream,,
FuibtzeRy24,110,120,speech,waterfall,,
6g72EGL2qK8,180,190,rain,,,
p1-4WICXPgs,80,90,rain,orage,orage,rain
4XN9HiX5lJE,60,70,rain,,,
GDsTJw3JgN8,520,530,speech,waterfall,stream,
s8Y3H9at1XI,280,290,rain,rain,orage,orage
SUNKXlbCDc0,10,20,stream,,,
QkWsAOgzT8E,30,40,stream,,,
-J33gVrCxPM,30,40,rain,orage,,
ugiZT0A8kXg,380,390,speech,stream,,
Ps5Fc6IvvcY,30,40,rain,orage,,
yX7iL7RfFhI,20,30,stream,,,
ELp4lJJ-pgQ,240,250,,speech,stream,
FD6AA6Yx0Bg,30,40,rain,rain,,
tAh6TzbxRFs,170,180,stream,,,
s0opSNxeiSY,100,110,rain,orage,,
bbub88kh48o,30,40,rain,rain,,
Kw9H1j4IskU,180,190,stream,,,
eaNj43bRZy0,60,70,rain,,,
O32kwHyMLaw,30,40,rain,rain,rain,
sMCfaBBKcx4,560,570,stream,,,
EU-U1rDmLks,220,230,waterfall,stream,,
3CDuX9olP3o,70,80,speech,waterfall,,
YSGNq-l_HA8,30,40,stream,,,
N5yuq4aT8os,0,10,splash,speech,,stream
YdW0AN4fCCU,30,40,rain,rain,,
0UwpVQSg2uE,21,31,waterfall,stream,,
X5lzl_iXY_c,320,330,,waterfall,stream,
9cyh6Ru0zL8,30,40,rain,rain,,
PRlFQELvNcE,30,40,waterfall,,,
4jUJJhD3Yow,30,40,rain,rain,,
409Iny_1kjU,19,29,stream,,,
voZgzIXDkdE,30,40,rain,rain,,
ZnX_hztvtmA,60,70,stream,,,
2xXTD9VRyco,23,33,speech,stream,,
i36KCPpP_k4,30,40,rain,rain,rain,
2X_1mwKET5s,30,40,rain,rain,,
V-0deAyiACs,320,330,rain,,,
5RuYG5BLBk4,30,40,stream,,,
4WjZ-uxr0yY,7,17,speech,stream,,
pHP44an0V7w,20,30,rain,vehicule,,
3EEgrP8Gl1w,27,37,waterfall,,,
XQrW3CWCm4A,20,30,stream,,,
N_r93hxVJvI,20,30,rain,vehicule,car,
7UhpWR0_rrE,30,40,speech,stream,,
5Q_4FhNzLLA,30,40,,speech,stream,
ayTnCWzviLE,10,20,speech,waterfall,,
jynU7mRWi2E,30,40,rain,,,
NSzVbE8LyEI,90,100,rain,vehicule,car,
45rANyBNSsg,30,40,speech,stream,,
rFK24tB5lSM,30,40,stream,,,
YWKpgW_eWJM,20,30,rain,ecoulement,,
59Xzx2uzurw,0,10,rain,,,
BRqzVZd3Wuo,30,40,rain,rain,rain,
Bcw8gRr0mMw,30,40,rain,rain,,
-o6T-RD0lxo,30,40,speech,stream,,
1u3NqLSqQpo,40,50,waterfall,,,
Ir1Y-WQ7prw,30,40,stream,,,
wl3KSEaTx6w,40,50,rain,rain,orage,orage
DhLFwoGkRek,30,40,rain,,,
-FWxy7eaFJE,30,40,waterfall,stream,,
UQOxVzb5pkI,30,40,stream,,,
Pwv7epJlHE0,50,60,speech,waterfall,,
0vBsN3fFlFQ,60,70,stream,animal,,
aAUOZHTQV3E,0,10,speech,waterfall,,
JQ5hwzlNI50,10,20,waterfall,,,
bApKRRoNd_E,100,110,rain,orage,orage,
IiyoQd2vdvE,30,40,rain,rain,,
s6vbpIXK4CM,60,70,waterfall,,,
nwvdiJ7Czis,210,220,rain,rain,,
0eUP-kgUfek,13,23,stream,,,
GI33MSw4-jw,30,40,speech,stream,,
f7IB4-RgSdI,450,460,waterfall,stream,,
F-NGMqnBoHg,30,40,rain,rain,rain,
1DfkUEJAxR4,30,40,,stream,,
BaYgiSAUF5U,20,30,rain,,,
HeutsU7FhHI,26,36,rain,rain,,
Tnh-zX3CJuI,30,40,rain,speech,,
0c7bZtdKfTw,40,50,waterfall,,,
89LpXY16qY0,30,40,rain,,,
ftYwyaZlWc4,30,40,rain,rain,rain,
yu2A8DKLtkU,40,50,stream,,,
9Cj2o8Gix9A,30,40,rain,rain,,
35FLM9sCX18,30,40,speech,stream,,
-17HGDPd8gE,30,40,waterfall,,,
Z8DygMIhWRs,50,60,rain,rain,orage,orage
aiTS9wOmJfA,70,80,stream,,,
5EZfmwiXfy0,130,140,waterfall,stream,,
phSeC-he8lU,220,230,rain,,,
Ym0XiwhsORY,30,40,waterfall,stream,,
xNMovAf3o50,0,10,rain,orage,orage,rain
OfNvyN9shs8,50,60,rain,,,
E_h6bakGk3o,30,40,ecoulement,speech,stream,
1FX1FyCxoCY,30,40,,speech,stream,
vX4FySu3EaY,100,110,stream,,,
59ZluqHev5g,14,24,ecoulement,speech,stream,
A1qnBfnXb0s,10,20,rain,orage,orage,
5MP3rSg1scs,30,40,,speech,stream,
i6OXThM75Fs,30,40,rain,,,
f4NqqWz-aG0,510,520,speech,waterfall,,
-U_cnWB7l4A,30,40,rain,rain,,
A-LVK62S8JY,140,150,speech,stream,,
TlycTvXn8wo,30,40,rain,rain,rain,
sUgwcGzpmSU,10,20,ecoulement,speech,stream,
K2EuMb92X7c,0,10,rain,,,
XHA7pPuA6Pg,80,90,stream,,,
GNo39vqvZ28,20,30,rain,rain,,
BndvWLg8hkM,80,90,stream,,,
tzaqEHSxpXY,40,50,ecoulement,speech,stream,
IVu-bkg226E,190,200,rain,orage,orage,rain
haNWEsPytCc,0,10,waterfall,,,
F0_jxPPFuoA,260,270,waterfall,,,
wGShbOzy6Fc,130,140,speech,waterfall,,
8Aw6ShgCPIM,12,22,rain,,,
YwB7s1PFTZQ,70,80,waterfall,,,
tRpJl2zcnyA,20,30,stream,,,
4HtkTDr342c,30,40,speech,stream,,
jDldsE_ZIoY,0,10,speech,stream,,
UcAWW_ZX1XM,0,10,stream,,,
-_ovBkOEp6o,30,40,stream,,,
eeF8VyEmDXk,30,40,robinet,rain,rain,ecoulement
qAHMZSNpwY0,200,210,rain,rain,,
nP2tN4KHOVo,30,40,rain,orage,,
8SvdPUH1zRE,20,30,ecoulement,speech,stream,
EkBUAZR_CRg,20,30,rain,rain,orage,orage
W09GbovM7ew,160,170,rain,rain,rain,
NA9ygE3Izo0,150,160,rain,rain,rain,
oIT_yVnpUGc,30,40,rain,rain,rain,
3rJqgw6013U,30,40,,speech,stream,
0npijV55Pl8,30,40,rain,,,
32PMPflwS8U,30,40,rain,rain,,
4Z9FO9uEUwA,30,40,,stream,,
G8LR-rJFHHs,30,40,rain,speech,,
XZwZf_f1hBY,60,70,stream,,,
jBWXILcP8fA,10,20,speech,waterfall,stream,
lmroMgfHNHc,400,410,rain,orage,,
FaQ-fJ4n2Lg,250,260,stream,,,
3qTL7QRk-tg,30,40,,stream,,
t43X3Tjb9Bs,0,10,waterfall,,,
CLZ80Fco0Wc,490,500,waterfall,,,
3DZ_cgeb62I,0,7,speech,stream,,
FTDs69nLJSE,10,20,speech,stream,,
a59j5ZuPRK4,30,40,rain,rain,rain,
50Pb8Q7RFnw,30,40,stream,,,
CF2wy5wVxDQ,60,70,speech,waterfall,,
0t39tkyiTf8,30,40,speech,waterfall,,
zyAWoSIGrZk,190,200,rain,rain,,
ARLBEK3YmSM,30,40,rain,rain,orage,orage
EKXpdHlTp6o,30,40,rain,rain,rain,
S9zhvkpmqy8,40,50,stream,,,
Thgx77uFDN8,340,350,rain,rain,orage,orage
ebwrVQ5fBjU,30,40,rain,orage,orage,
4uB7sJmv76s,30,40,speech,stream,,
hbc0l8cKkqs,30,40,speech,stream,,
MBOUXUm0dow,110,120,rain,rain,orage,rain
J8xPXZk7J8g,30,40,rain,,,
